gender,age_clean,bmi,height_m,weight_kg,overweight_family,consum_cf,consum_vf,consum_daily,consum_other,smoking,consum_water,cal_monitoring,phyical_activity,device_usage,consum_alchohol,transportation,Obesity
Male,29,35.25,1.8,114.2,1,1,1,3,Sometimes,no,2,no,1,0,Sometimes,c,5
Male,31,36.07,1.77,113.0,1,1,1,3,Sometimes,no,2,no,1,0,Sometimes,c,5
Male,26,36.42,1.77,114.1,1,1,1,3,Sometimes,no,2,no,1,0,Sometimes,pt,5
Male,26,35.73,1.78,113.2,1,1,1,3,Sometimes,no,2,no,1,0,Sometimes,pt,5
Male,33,36.06,1.69,103.0,1,1,2,2,Sometimes,no,1,no,2,0,no,pt,5
Male,32,36.32,1.68,102.5,1,1,2,2,Sometimes,no,1,no,2,0,no,pt,5
Male,29,35.12,1.7,101.5,1,1,2,2,Sometimes,no,1,no,2,0,no,pt,5
Male,29,34.84,1.7,100.7,1,1,2,2,Sometimes,no,1,no,1,0,no,pt,5
Male,32,36.09,1.9,130.3,1,1,2,3,Sometimes,yes,1,no,1,1,Sometimes,pt,5
Male,32,35.54,1.92,131.0,1,1,2,3,Sometimes,yes,1,no,1,0,Sometimes,pt,5
Male,31,36.84,1.85,126.1,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,pt,5
Male,32,35.14,1.88,124.2,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,pt,5
Male,33,38.8,1.76,120.2,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,c,5
Male,32,38.05,1.77,119.2,1,1,2,3,Sometimes,no,2,no,1,1,Sometimes,c,5
Male,39,38.38,1.76,118.9,1,1,2,2,Sometimes,no,1,no,1,0,Sometimes,c,5
Male,39,38.53,1.77,120.7,1,1,2,2,Sometimes,no,1,no,1,0,Sometimes,c,5
Male,23,37.44,1.77,117.3,1,1,1,3,Sometimes,no,2,no,2,0,Sometimes,pt,5
Male,24,37.46,1.78,118.7,1,1,1,3,Sometimes,no,2,no,1,0,Sometimes,pt,5
Male,26,36.23,1.8,117.4,1,1,1,3,Sometimes,no,2,no,1,0,Sometimes,pt,5
Male,25,37.31,1.78,118.2,1,1,1,3,Sometimes,no,2,no,1,0,Sometimes,pt,5
Male,25,35.94,1.85,123.0,1,1,2,2,Sometimes,no,2,no,2,0,Sometimes,pt,5
Male,25,36.67,1.83,122.8,1,1,2,3,Sometimes,no,2,no,2,0,Sometimes,pt,5
Male,26,36.33,1.84,123.0,1,1,3,3,Sometimes,no,3,no,2,0,Sometimes,pt,5
Male,26,36.33,1.84,123.0,1,1,3,3,Sometimes,no,3,no,1,0,Sometimes,pt,5
Male,32,38.01,1.79,121.8,1,1,2,3,Sometimes,no,2,no,1,1,Sometimes,c,5
Male,32,38.33,1.79,122.8,1,1,2,3,Sometimes,no,2,no,1,1,Sometimes,c,5
Male,32,38.43,1.77,120.4,1,1,2,3,Sometimes,no,2,no,1,1,Sometimes,c,5
Male,32,38.68,1.76,119.8,1,1,2,3,Sometimes,no,2,no,1,1,Sometimes,c,5
Male,26,37.79,1.77,118.4,1,1,1,3,Sometimes,no,2,no,1,0,Sometimes,pt,5
Male,25,37.76,1.77,118.3,1,1,1,3,Sometimes,no,2,no,2,0,Sometimes,pt,5
Male,24,39.19,1.76,121.4,1,1,1,3,Sometimes,no,2,no,2,0,Sometimes,pt,5
Male,24,38.37,1.77,120.2,1,1,2,2,Sometimes,no,1,no,2,0,Sometimes,pt,5
Male,41,37.18,1.72,110.0,1,1,2,3,Sometimes,no,1,no,2,0,no,c,5
Male,38,35.07,1.75,107.4,1,1,2,2,Sometimes,no,1,no,2,0,no,c,5
Male,35,36.24,1.69,103.5,1,1,2,2,Sometimes,no,1,no,2,0,no,pt,5
Male,35,35.53,1.72,105.1,1,1,2,2,Sometimes,no,1,no,1,0,no,pt,5
Male,24,35.44,1.86,122.6,1,1,3,2,Sometimes,no,1,no,1,0,Sometimes,pt,5
Male,24,35.47,1.86,122.7,1,1,2,2,Sometimes,no,1,no,1,0,Sometimes,pt,5
Male,24,35.87,1.86,124.1,1,1,3,2,Sometimes,no,1,no,1,0,Sometimes,pt,5
Male,23,34.94,1.88,123.5,1,1,2,2,Sometimes,no,1,no,1,0,Sometimes,pt,5
Male,25,38.79,1.62,101.8,1,1,2,1,Sometimes,no,1,no,1,1,no,pt,5
Male,25,39.04,1.61,101.2,1,1,3,1,Sometimes,no,1,no,1,1,no,pt,5
Male,21,39.29,1.63,104.4,1,1,2,1,Sometimes,no,1,no,1,0,no,pt,5
Male,24,38.71,1.62,101.6,1,1,2,1,Sometimes,no,1,no,1,1,no,pt,5
Male,30,36.55,1.77,114.5,1,1,2,3,Sometimes,no,2,no,1,1,Sometimes,c,5
Male,31,36.45,1.77,114.2,1,1,2,3,Sometimes,no,2,no,1,1,Sometimes,c,5
Male,28,36.48,1.77,114.3,1,1,1,3,Sometimes,no,2,no,1,0,Sometimes,c,5
Male,26,36.16,1.77,113.3,1,1,1,3,Sometimes,no,2,no,1,0,Sometimes,c,5
Male,27,36.61,1.79,117.3,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,pt,5
Male,27,35.65,1.8,115.5,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,pt,5
Male,27,36.36,1.78,115.2,1,1,2,3,Sometimes,no,2,no,2,0,Sometimes,pt,5
Male,27,36.33,1.78,115.1,1,1,1,3,Sometimes,no,2,no,1,0,Sometimes,pt,5
Male,31,35.94,1.77,112.6,1,1,1,3,Sometimes,no,1,no,1,0,Sometimes,c,5
Male,31,36.39,1.77,114.0,1,1,1,3,Sometimes,no,1,no,1,0,Sometimes,c,5
Male,42,35.77,1.76,110.8,1,1,2,3,Sometimes,no,1,no,1,0,no,c,5
Male,42,36.64,1.75,112.2,1,1,2,2,Sometimes,no,1,no,1,0,no,c,5
Male,31,36.15,1.71,105.7,1,1,2,2,Sometimes,no,1,no,2,0,no,pt,5
Male,34,36.01,1.71,105.3,1,1,2,2,Sometimes,no,1,no,2,0,no,pt,5
Male,32,36.06,1.69,103.0,1,1,2,2,Sometimes,no,1,no,1,0,no,pt,5
Male,31,35.77,1.71,104.6,1,1,2,1,Sometimes,no,1,no,1,0,no,pt,5
Male,32,35.89,1.89,128.2,1,1,2,3,Sometimes,yes,1,no,1,1,Sometimes,pt,5
Male,32,35.54,1.92,131.0,1,1,2,3,Sometimes,yes,1,no,1,0,Sometimes,pt,5
Male,31,35.59,1.92,131.2,1,1,2,3,Sometimes,no,1,no,2,0,Sometimes,pt,5
Male,32,35.32,1.92,130.2,1,1,2,3,Sometimes,no,1,no,1,0,Sometimes,pt,5
Male,32,38.26,1.79,122.6,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,c,5
Male,33,38.57,1.78,122.2,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,c,5
Male,32,37.95,1.79,121.6,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,c,5
Male,32,38.6,1.78,122.3,1,1,2,3,Sometimes,no,2,no,1,1,Sometimes,c,5
Male,28,36.01,1.83,120.6,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,pt,5
Male,28,35.65,1.85,122.0,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,pt,5
Male,27,34.57,1.86,119.6,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,pt,5
Male,27,35.09,1.84,118.8,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,pt,5
Male,39,38.77,1.76,120.1,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,c,5
Male,39,38.27,1.77,119.9,1,1,2,2,Sometimes,no,2,no,1,0,Sometimes,c,5
Male,29,36.64,1.83,122.7,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,c,5
Male,29,36.68,1.82,121.5,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,c,5
Male,26,36.36,1.78,115.2,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,pt,5
Male,27,36.39,1.78,115.3,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,pt,5
Male,27,37.38,1.77,117.1,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,pt,5
Male,27,37.08,1.78,117.5,1,1,2,3,Sometimes,no,2,no,1,1,Sometimes,pt,5
Male,31,36.07,1.78,114.3,1,1,1,3,Sometimes,no,2,no,1,0,Sometimes,c,5
Male,31,36.52,1.77,114.4,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,c,5
Male,28,35.95,1.79,115.2,1,1,2,3,Sometimes,no,2,no,1,1,Sometimes,c,5
Male,29,36.04,1.78,114.2,1,1,2,3,Sometimes,no,2,no,1,1,Sometimes,c,5
Male,27,33.82,1.9,122.1,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,pt,5
Male,28,36.3,1.84,122.9,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,pt,5
Male,29,36.95,1.82,122.4,1,1,2,3,Sometimes,no,2,no,1,1,Sometimes,pt,5
Male,28,36.77,1.82,121.8,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,pt,5
Male,24,35.26,1.87,123.3,1,1,2,2,Sometimes,no,1,no,1,0,Sometimes,pt,5
Male,24,34.66,1.88,122.5,1,1,2,2,Sometimes,no,1,no,1,0,Sometimes,pt,5
Male,25,38.36,1.79,122.9,1,1,2,2,Sometimes,no,2,no,1,0,Sometimes,pt,5
Male,25,37.62,1.8,121.9,1,1,2,2,Sometimes,no,2,no,1,0,Sometimes,pt,5
Male,32,38.62,1.77,121.0,1,1,2,3,Sometimes,no,2,no,1,1,Sometimes,c,5
Male,32,38.25,1.78,121.2,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,c,5
Male,33,38.84,1.76,120.3,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,c,5
Male,31,38.11,1.77,119.4,1,1,2,3,Sometimes,no,2,no,1,1,Sometimes,c,5
Male,32,36.45,1.86,126.1,1,1,2,3,Sometimes,yes,1,no,1,0,Sometimes,pt,5
Male,32,37.11,1.85,127.0,1,1,2,3,Sometimes,yes,1,no,1,0,Sometimes,pt,5
Male,32,37.51,1.84,127.0,1,1,2,3,Sometimes,no,1,no,1,0,Sometimes,pt,5
Male,32,36.43,1.87,127.4,1,1,2,3,Sometimes,no,1,no,1,1,Sometimes,pt,5
Male,26,36.42,1.77,114.1,1,1,1,3,Sometimes,no,2,no,2,0,Sometimes,pt,5
Male,26,36.32,1.77,113.8,1,1,1,3,Sometimes,no,2,no,1,0,Sometimes,pt,5
Male,26,36.64,1.78,116.1,1,1,1,3,Sometimes,no,2,no,2,0,Sometimes,pt,5
Male,26,36.61,1.78,116.0,1,1,1,3,Sometimes,no,2,no,2,0,Sometimes,pt,5
Male,27,36.29,1.81,118.9,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,pt,5
Male,26,36.98,1.8,119.8,1,1,2,2,Sometimes,no,2,no,1,0,Sometimes,pt,5
Male,26,36.42,1.81,119.3,1,1,1,3,Sometimes,no,2,no,1,0,Sometimes,pt,5
Male,26,35.18,1.85,120.4,1,1,1,3,Sometimes,no,2,no,1,0,Sometimes,pt,5
Male,38,38.11,1.77,119.4,1,1,2,2,Sometimes,no,1,no,1,0,Sometimes,c,5
Male,39,38.8,1.76,120.2,1,1,2,2,Sometimes,no,1,no,1,0,Sometimes,c,5
Male,40,37.81,1.78,119.8,1,1,2,2,Sometimes,no,1,no,1,0,Sometimes,c,5
Male,39,37.91,1.78,120.1,1,1,2,2,Sometimes,no,1,no,1,0,Sometimes,c,5
Male,26,39.35,1.61,102.0,1,1,2,1,Sometimes,no,1,no,1,1,no,pt,5
Male,28,36.4,1.7,105.2,1,1,2,1,Sometimes,no,1,no,1,0,no,pt,5
Male,35,35.26,1.72,104.3,1,1,2,2,Sometimes,no,1,no,2,0,no,pt,5
Male,34,35.84,1.71,104.8,1,1,2,2,Sometimes,no,1,no,2,0,no,pt,5
Male,25,36.33,1.84,123.0,1,1,2,2,Sometimes,no,2,no,1,0,Sometimes,pt,5
Male,24,35.32,1.86,122.2,1,1,3,2,Sometimes,no,2,no,1,0,Sometimes,pt,5
Male,25,37.91,1.78,120.1,1,1,2,2,Sometimes,no,2,no,2,0,Sometimes,pt,5
Male,26,36.85,1.8,119.4,1,1,1,2,Sometimes,no,2,no,1,0,Sometimes,pt,5
Male,26,35.35,1.86,122.3,1,1,2,2,Sometimes,no,2,no,1,0,Sometimes,pt,5
Male,25,34.94,1.88,123.5,1,1,2,2,Sometimes,no,2,no,1,0,Sometimes,pt,5
Male,24,36.37,1.83,121.8,1,1,2,2,Sometimes,no,1,no,2,0,Sometimes,pt,5
Male,24,36.22,1.83,121.3,1,1,2,2,Sometimes,no,2,no,1,0,Sometimes,pt,5
Male,25,38.94,1.62,102.2,1,1,2,1,Sometimes,no,1,no,1,1,no,pt,5
Male,25,38.9,1.62,102.1,1,1,2,1,Sometimes,no,1,no,1,1,no,pt,5
Male,32,37.05,1.66,102.1,1,1,2,2,Sometimes,no,1,no,2,0,no,pt,5
Male,32,37.6,1.66,103.6,1,1,2,2,Sometimes,no,1,no,1,0,no,pt,5
Male,21,38.22,1.67,106.6,1,1,2,1,Sometimes,no,1,no,1,1,no,pt,5
Male,22,37.5,1.65,102.1,1,1,2,1,Sometimes,no,1,no,1,0,no,pt,5
Male,27,37.76,1.67,105.3,1,1,2,1,Sometimes,no,1,no,1,1,no,pt,5
Male,28,36.19,1.7,104.6,1,1,2,1,Sometimes,no,1,no,1,1,no,pt,5
Female,27,39.29,1.62,103.1,1,1,3,3,Sometimes,no,1,no,1,1,Sometimes,pt,6
Female,27,42.36,1.59,107.1,1,1,3,3,Sometimes,no,1,no,1,0,Sometimes,pt,6
Female,19,43.18,1.8,139.9,1,1,3,3,Sometimes,no,2,no,2,0,Sometimes,pt,6
Female,19,46.37,1.81,151.9,1,1,3,3,Sometimes,no,2,no,2,0,Sometimes,pt,6
Female,27,40.84,1.67,113.9,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,41.43,1.61,107.4,1,1,3,3,Sometimes,no,1,no,1,0,Sometimes,pt,6
Female,27,37.11,1.69,106.0,1,1,3,3,Sometimes,no,1,no,1,0,Sometimes,pt,6
Female,27,39.18,1.69,111.9,1,1,3,3,Sometimes,no,1,no,1,0,Sometimes,pt,6
Female,23,44.18,1.67,123.2,1,1,3,3,Sometimes,no,1,no,1,0,Sometimes,pt,6
Female,22,46.99,1.7,135.8,1,1,3,3,Sometimes,no,1,no,2,0,Sometimes,pt,6
Female,27,41.78,1.63,111.0,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,44.1,1.59,111.5,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,22,43.76,1.74,132.5,1,1,3,3,Sometimes,no,1,no,2,0,Sometimes,pt,6
Female,24,41.41,1.67,115.5,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,22,41.61,1.76,128.9,1,1,3,3,Sometimes,no,1,no,1,0,Sometimes,pt,6
Female,22,50.57,1.74,153.1,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,20,43.52,1.76,134.8,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,25,38.59,1.73,115.5,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,41.98,1.64,112.9,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,41.47,1.65,112.9,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,38.76,1.66,106.8,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,40.34,1.64,108.5,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,22,43.4,1.75,132.9,1,1,3,3,Sometimes,no,1,no,1,0,Sometimes,pt,6
Female,25,43.92,1.75,134.5,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,40.74,1.59,103.0,1,1,3,3,Sometimes,no,1,no,1,1,Sometimes,pt,6
Female,27,40.01,1.62,105.0,1,1,3,3,Sometimes,no,1,no,1,0,Sometimes,pt,6
Female,19,42.73,1.83,143.1,1,1,3,3,Sometimes,no,2,no,2,0,Sometimes,pt,6
Female,19,45.4,1.84,153.7,1,1,3,3,Sometimes,no,2,no,2,0,Sometimes,pt,6
Female,27,40.88,1.67,114.0,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,41.21,1.65,112.2,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,37.41,1.68,105.6,1,1,3,3,Sometimes,no,1,no,1,0,Sometimes,pt,6
Female,27,37.49,1.68,105.8,1,1,3,3,Sometimes,no,1,no,1,0,Sometimes,pt,6
Female,22,44.89,1.68,126.7,1,1,3,3,Sometimes,no,1,no,1,0,Sometimes,pt,6
Female,22,45.26,1.7,130.8,1,1,3,3,Sometimes,no,1,no,2,0,Sometimes,pt,6
Female,27,42.42,1.63,112.7,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,41.07,1.65,111.8,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,23,45.42,1.74,137.5,1,1,3,3,Sometimes,no,1,no,2,0,Sometimes,pt,6
Female,22,43.78,1.76,135.6,1,1,3,3,Sometimes,no,2,no,2,0,Sometimes,pt,6
Female,22,42.48,1.82,140.7,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,22,47.67,1.82,157.9,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,19,43.49,1.76,134.7,1,1,3,3,Sometimes,no,2,no,2,0,Sometimes,pt,6
Female,22,43.55,1.76,134.9,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,41.98,1.64,112.9,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,41.43,1.65,112.8,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,38.86,1.65,105.8,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,39.86,1.63,105.9,1,1,3,3,Sometimes,no,1,no,1,0,Sometimes,pt,6
Female,24,42.9,1.77,134.4,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,21,43.41,1.77,136.0,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,39.78,1.62,104.4,1,1,3,3,Sometimes,no,1,no,1,0,Sometimes,pt,6
Female,27,37.22,1.67,103.8,1,1,3,3,Sometimes,no,1,no,1,1,Sometimes,pt,6
Female,27,41.24,1.61,106.9,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,39.41,1.64,106.0,1,1,3,3,Sometimes,no,1,no,1,0,Sometimes,pt,6
Female,19,43.56,1.78,138.0,1,1,3,3,Sometimes,no,2,no,2,0,Sometimes,pt,6
Female,23,43.15,1.8,139.8,1,1,3,3,Sometimes,no,2,no,2,0,Sometimes,pt,6
Female,19,43.41,1.81,142.2,1,1,3,3,Sometimes,no,2,no,2,0,Sometimes,pt,6
Female,21,47.53,1.8,154.0,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,41.47,1.65,112.9,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,41.36,1.65,112.6,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,39.9,1.63,106.0,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,40.54,1.62,106.4,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,39.34,1.64,105.8,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,26,37.04,1.69,105.8,1,1,3,3,Sometimes,no,1,no,1,0,Sometimes,pt,6
Female,27,40.12,1.67,111.9,1,1,3,3,Sometimes,no,1,no,1,0,Sometimes,pt,6
Female,27,39.87,1.67,111.2,1,1,3,3,Sometimes,no,1,no,1,0,Sometimes,pt,6
Female,20,44.57,1.68,125.8,1,1,3,3,Sometimes,no,1,no,1,0,Sometimes,pt,6
Female,22,41.54,1.72,122.9,1,1,3,3,Sometimes,no,1,no,1,0,Sometimes,pt,6
Female,23,43.84,1.76,135.8,1,1,3,3,Sometimes,no,1,no,1,0,Sometimes,pt,6
Female,22,45.26,1.72,133.9,1,1,3,3,Sometimes,no,1,no,2,0,Sometimes,pt,6
Female,27,41.78,1.63,111.0,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,41.14,1.65,112.0,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,42.64,1.63,113.3,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,42.15,1.63,112.0,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,22,43.79,1.75,134.1,1,1,3,3,Sometimes,no,1,no,2,0,Sometimes,pt,6
Female,23,44.23,1.74,133.9,1,1,3,3,Sometimes,no,1,no,2,0,Sometimes,pt,6
Female,25,40.31,1.7,116.5,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,25,42.35,1.65,115.3,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,19,42.06,1.76,130.3,1,1,3,3,Sometimes,no,2,no,2,0,Sometimes,pt,6
Female,21,42.1,1.76,130.4,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,22,47.23,1.76,146.3,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,22,48.84,1.76,151.3,1,1,3,3,Sometimes,no,2,no,2,0,Sometimes,pt,6
Female,20,43.95,1.75,134.6,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,23,43.87,1.76,135.9,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,25,39.38,1.7,113.8,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,40.71,1.68,114.9,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,42.31,1.64,113.8,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,41.84,1.65,113.9,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,41.69,1.65,113.5,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,40.97,1.66,112.9,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,40.89,1.61,106.0,1,1,3,3,Sometimes,no,1,no,1,0,Sometimes,pt,6
Female,27,39.3,1.65,107.0,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,40.12,1.64,107.9,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,41.01,1.64,110.3,1,1,3,3,Sometimes,no,1,no,1,0,Sometimes,pt,6
Female,22,44.94,1.73,134.5,1,1,3,3,Sometimes,no,1,no,1,0,Sometimes,pt,6
Female,22,45.06,1.72,133.3,1,1,3,3,Sometimes,no,1,no,2,0,Sometimes,pt,6
Female,24,45.07,1.73,134.9,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,24,43.92,1.75,134.5,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,41.26,1.58,103.0,1,1,3,3,Sometimes,no,1,no,1,1,Sometimes,pt,6
Female,27,41.18,1.59,104.1,1,1,3,3,Sometimes,no,1,no,1,0,Sometimes,pt,6
Female,21,48.87,1.79,156.6,1,1,3,3,Sometimes,no,2,no,2,0,Sometimes,pt,6
Female,20,50.28,1.8,162.9,1,1,3,3,Sometimes,no,2,no,2,0,Sometimes,pt,6
Female,27,40.52,1.67,113.0,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,40.52,1.67,113.0,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,36.97,1.69,105.6,1,1,3,3,Sometimes,no,1,no,1,0,Sometimes,pt,6
Female,26,37.39,1.69,106.8,1,1,3,3,Sometimes,no,1,no,1,0,Sometimes,pt,6
Female,20,42.97,1.73,128.6,1,1,3,3,Sometimes,no,1,no,1,0,Sometimes,pt,6
Female,21,44.61,1.69,127.4,1,1,3,3,Sometimes,no,1,no,1,0,Sometimes,pt,6
Female,27,42.08,1.63,111.8,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,41.57,1.64,111.8,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,23,44.71,1.76,138.5,1,1,3,3,Sometimes,no,1,no,2,0,Sometimes,pt,6
Female,22,43.66,1.79,139.9,1,1,3,3,Sometimes,no,2,no,2,0,Sometimes,pt,6
Female,23,46.61,1.82,154.4,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,23,49.33,1.81,161.6,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,19,43.45,1.76,134.6,1,1,3,3,Sometimes,no,2,no,2,0,Sometimes,pt,6
Female,21,43.52,1.76,134.8,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,41.86,1.64,112.6,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,41.73,1.65,113.6,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,39.82,1.63,105.8,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,39.37,1.64,105.9,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,23,43.06,1.77,134.9,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,22,43.06,1.77,134.9,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,39.67,1.62,104.1,1,1,3,3,Sometimes,no,1,no,1,1,Sometimes,pt,6
Female,27,39.32,1.62,103.2,1,1,3,3,Sometimes,no,1,no,1,0,Sometimes,pt,6
Female,27,39.9,1.63,106.0,1,1,3,3,Sometimes,no,1,no,1,0,Sometimes,pt,6
Female,27,39.3,1.65,107.0,1,1,3,3,Sometimes,no,1,no,1,0,Sometimes,pt,6
Female,20,42.43,1.81,139.0,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,23,43.18,1.8,139.9,1,1,3,3,Sometimes,no,2,no,2,0,Sometimes,pt,6
Female,21,46.82,1.81,153.4,1,1,3,3,Sometimes,no,2,no,2,0,Sometimes,pt,6
Female,19,46.37,1.82,153.6,1,1,3,3,Sometimes,no,2,no,2,0,Sometimes,pt,6
Female,27,41.33,1.66,113.9,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,41.33,1.66,113.9,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,38.04,1.67,106.1,1,1,3,3,Sometimes,no,1,no,1,0,Sometimes,pt,6
Female,27,39.56,1.64,106.4,1,1,3,3,Sometimes,no,1,no,1,0,Sometimes,pt,6
Female,27,37.84,1.68,106.8,1,1,3,3,Sometimes,no,1,no,1,0,Sometimes,pt,6
Female,27,39.3,1.65,107.0,1,1,3,3,Sometimes,no,1,no,1,0,Sometimes,pt,6
Female,27,39.76,1.67,110.9,1,1,3,3,Sometimes,no,1,no,1,0,Sometimes,pt,6
Female,27,41.1,1.65,111.9,1,1,3,3,Sometimes,no,1,no,1,0,Sometimes,pt,6
Female,22,43.28,1.69,123.6,1,1,3,3,Sometimes,no,1,no,1,0,Sometimes,pt,6
Female,24,43.64,1.67,121.7,1,1,3,3,Sometimes,no,1,no,1,0,Sometimes,pt,6
